date,year,month,meter_id,measurement_type,meter_type,suburb,usage_type,total_value,avg_value,max_value,min_value,reading_count,processed_time
2022-07-04,2022,7,60195138,Pulse1_Total,captis_pulse,BUDERIM,Residential,690.0,30.0,30.0,30.0,23,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,60195138,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,23,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61233611,Pulse1_Total,captis_pulse,BUDERIM,Residential,704.0,32.0,32.0,32.0,22,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61233611,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,22,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,65088476,Pulse1,captis_pulse,BUDERIM,Residential,270.0,11.73913043478261,60.0,0.0,23,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,10272,Pulse1,captis_pulse,BUDERIM,Residential,17.0,0.6296296296296297,9.0,0.0,27,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,60195138,DeviceTemperature,captis_pulse,BUDERIM,Residential,41.44,13.813333333333333,14.54,13.4,3,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61233611,Battery,captis_pulse,BUDERIM,Residential,1.842,1.842,1.842,1.842,1,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,10272,DeviceTemperature,captis_pulse,BUDERIM,Residential,11.5,11.5,11.5,11.5,1,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61233611,DeviceTemperature,captis_pulse,BUDERIM,Residential,26.54,13.27,13.84,12.7,2,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,60195138,Pulse1_Total,captis_pulse,BUDERIM,Residential,480.0,30.0,30.0,30.0,16,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,60195138,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,16,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,61233611,Pulse1_Total,captis_pulse,BUDERIM,Residential,448.0,32.0,32.0,32.0,14,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,61233611,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,14,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,65088476,Pulse1,captis_pulse,BUDERIM,Residential,500.0,31.25,120.0,0.0,16,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,10272,Pulse1,captis_pulse,BUDERIM,Residential,390.0,21.666666666666668,118.0,0.0,18,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,10272,DeviceTemperature,captis_pulse,BUDERIM,Residential,40.7,40.7,40.7,40.7,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,593686,Pulse1,captis_pulse,BUDERIM,Residential,227.0,4.63265306122449,62.0,0.0,49,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,60192782,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,50,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,60192782,Pulse1_Total,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,49,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,60192782,DeviceTemperature,captis_pulse,BUDERIM,Residential,27.770000000000003,13.885000000000002,14.3,13.47,2,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,65059861,Pulse1,captis_pulse,SCARBOROUGH,Residential,830.0,48.8235294117647,90.0,30.0,17,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,593686,Battery,captis_pulse,BUDERIM,Residential,75.70700000000001,25.23566666666667,70.0,2.067,3,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,593686,DeviceTemperature,captis_pulse,BUDERIM,Residential,13.56,13.56,13.56,13.56,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,60192782,Battery,captis_pulse,BUDERIM,Residential,75.439,25.14633333333333,67.0,3.63,3,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,593686,Pulse1,captis_pulse,BUDERIM,Residential,104.0,4.9523809523809526,49.0,0.0,21,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,60192782,Pulse1_Total,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,21,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,60192782,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,22,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,65059861,Pulse1,captis_pulse,SCARBOROUGH,Residential,1430.0,57.2,170.0,30.0,25,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,593686,Battery,captis_pulse,BUDERIM,Residential,77.452,25.817333333333334,72.0,1.812,3,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,593686,DeviceTemperature,captis_pulse,BUDERIM,Residential,24.98,12.49,13.08,11.9,2,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,60192782,Battery,captis_pulse,BUDERIM,Residential,71.329,23.77633333333333,64.0,3.63,3,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,60192782,DeviceTemperature,captis_pulse,BUDERIM,Residential,25.32,12.66,13.32,12.0,2,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,593686,Pulse1,captis_pulse,BUDERIM,Residential,164.0,10.933333333333334,61.0,0.0,15,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,60192782,Pulse1_Total,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,13,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,60192782,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,13,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,60192782,DeviceTemperature,captis_pulse,BUDERIM,Residential,23.0,23.0,23.0,23.0,1,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,593686,DeviceTemperature,captis_pulse,BUDERIM,Residential,19.0,19.0,19.0,19.0,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62312765,Pulse1_Total,captis_pulse,BUDERIM,Residential,2002374.0,37081.0,37081.0,37081.0,54,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62312765,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,54,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62293883,Pulse1_Total,captis_pulse,BUDERIM,Residential,3914550.0,75279.80769230769,75678.0,75113.0,52,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62293883,Pulse1,captis_pulse,BUDERIM,Residential,285.0,5.588235294117647,117.0,0.0,51,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,313802,Pulse1,captis_pulse,BUDERIM,Residential,82.0,1.607843137254902,17.0,0.0,51,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,61279693,Pulse1_Total,captis_pulse,BUDERIM,Residential,1855.0,35.0,35.0,35.0,53,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,61279693,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,53,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,67715869,Pulse1_Total,captis_pulse,BUDERIM,Residential,1872.0,36.0,36.0,36.0,52,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,67715869,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,52,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,81502510,Pulse1,captis_pulse,MAROOCHYDORE,Residential,2860.0,143.0,215.0,120.0,20,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,61279693,DeviceTemperature,captis_pulse,BUDERIM,Residential,25.45,12.725,13.1,12.35,2,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,313802,DeviceTemperature,captis_pulse,BUDERIM,Residential,28.6,14.3,14.3,14.3,2,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62312765,DeviceTemperature,captis_pulse,BUDERIM,Residential,13.04,13.04,13.04,13.04,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,61279693,Battery,captis_pulse,BUDERIM,Residential,75.699,25.233,70.0,2.059,3,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62293883,Battery,captis_pulse,BUDERIM,Residential,3.64,3.64,3.64,3.64,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62293883,DeviceTemperature,captis_pulse,BUDERIM,Residential,29.17,14.585,14.8,14.37,2,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62312765,Battery,captis_pulse,BUDERIM,Residential,73.593,24.531000000000002,68.0,1.953,3,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,81502510,Battery,captis_pulse,MAROOCHYDORE,Residential,80.64,40.32,77.0,3.64,2,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,81502510,DeviceTemperature,captis_pulse,MAROOCHYDORE,Residential,14.64,14.64,14.64,14.64,1,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,81502510,Pulse1,captis_pulse,MAROOCHYDORE,Residential,3315.0,138.125,210.0,120.0,24,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62312765,Pulse1_Total,captis_pulse,BUDERIM,Residential,852863.0,37081.0,37081.0,37081.0,23,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62312765,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,23,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62293883,Pulse1_Total,captis_pulse,BUDERIM,Residential,1725778.0,75033.82608695653,75113.0,74969.0,23,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62293883,Pulse1,captis_pulse,BUDERIM,Residential,133.0,5.782608695652174,87.0,0.0,23,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61554723,Pulse1_Total,captis_pulse,BUDERIM,Residential,310.0,31.0,31.0,31.0,10,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61554723,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,10,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,313802,Pulse1,captis_pulse,BUDERIM,Residential,81.0,2.53125,71.0,0.0,32,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,67715869,Pulse1_Total,captis_pulse,BUDERIM,Residential,900.0,36.0,36.0,36.0,25,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,67715869,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,25,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61279693,Pulse1_Total,captis_pulse,BUDERIM,Residential,910.0,35.0,35.0,35.0,26,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61279693,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,26,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62293883,DeviceTemperature,captis_pulse,BUDERIM,Residential,42.59,14.196666666666667,14.89,13.8,3,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,313802,DeviceTemperature,captis_pulse,BUDERIM,Residential,26.36,13.18,13.66,12.7,2,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61279693,DeviceTemperature,captis_pulse,BUDERIM,Residential,23.11,11.555,12.11,11.0,2,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,313802,Battery,captis_pulse,BUDERIM,Residential,70.268,23.422666666666668,65.0,1.628,3,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62312765,DeviceTemperature,captis_pulse,BUDERIM,Residential,24.36,12.18,12.76,11.6,2,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62312765,Battery,captis_pulse,BUDERIM,Residential,80.331,26.777,75.0,1.691,3,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,81502510,DeviceTemperature,captis_pulse,MAROOCHYDORE,Residential,13.8,13.8,13.8,13.8,1,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61279693,Battery,captis_pulse,BUDERIM,Residential,73.63,36.815,70.0,3.63,2,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,313802,Pulse1,captis_pulse,BUDERIM,Residential,9.0,0.6428571428571429,8.0,0.0,14,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,62312765,Pulse1_Total,captis_pulse,BUDERIM,Residential,556215.0,37081.0,37081.0,37081.0,15,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,62312765,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,15,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,62293883,Pulse1_Total,captis_pulse,BUDERIM,Residential,909933.0,75827.75,75995.0,75749.0,12,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,62293883,Pulse1,captis_pulse,BUDERIM,Residential,36.0,2.769230769230769,12.0,0.0,13,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,61279693,Pulse1_Total,captis_pulse,BUDERIM,Residential,665.0,35.0,35.0,35.0,19,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,61279693,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,19,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,67715869,Pulse1_Total,captis_pulse,BUDERIM,Residential,648.0,36.0,36.0,36.0,18,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,67715869,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,18,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,81502510,Pulse1,captis_pulse,MAROOCHYDORE,Residential,160.0,160.0,160.0,160.0,1,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,62293883,DeviceTemperature,captis_pulse,BUDERIM,Residential,19.0,19.0,19.0,19.0,1,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,62312765,DeviceTemperature,captis_pulse,BUDERIM,Residential,18.7,18.7,18.7,18.7,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62365471,Pulse1_Total,captis_pulse,BUDERIM,Residential,1347620.0,26423.92156862745,26475.0,26374.0,51,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62365471,Pulse1,captis_pulse,BUDERIM,Residential,48.0,0.9411764705882353,7.0,0.0,51,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,46053377,Pulse1,captis_pulse,BUDERIM,Non-Residential,5970.0,101.1864406779661,380.0,0.0,59,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,22604421,Pulse1,captis_pulse,ALBANY CREEK,Non-Residential,2080.0,33.54838709677419,60.0,20.0,62,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,81985117,Pulse1,captis_pulse,MAROOCHYDORE,Non-Residential,330.0,14.347826086956522,40.0,5.0,23,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,61292036,Pulse1_Total,captis_pulse,BUDERIM,Residential,730261.0,91282.625,91286.0,91279.0,8,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,61292036,Pulse1,captis_pulse,BUDERIM,Residential,3.0,0.375,1.0,0.0,8,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,81985117,Battery,captis_pulse,MAROOCHYDORE,Non-Residential,65.64,32.82,62.0,3.64,2,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,81985117,DeviceTemperature,captis_pulse,MAROOCHYDORE,Non-Residential,43.61,14.536666666666667,14.8,14.01,3,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,61292036,DeviceTemperature,captis_pulse,BUDERIM,Residential,13.44,13.44,13.44,13.44,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62365471,DeviceTemperature,captis_pulse,BUDERIM,Residential,12.06,12.06,12.06,12.06,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62365471,Battery,captis_pulse,BUDERIM,Residential,3.62,3.62,3.62,3.62,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,46053377,Battery,captis_pulse,BUDERIM,Non-Residential,73.429,24.476333333333333,68.0,1.799,3,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,46053377,DeviceTemperature,captis_pulse,BUDERIM,Non-Residential,29.689999999999998,14.844999999999999,15.4,14.29,2,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,22604421,DeviceTemperature,captis_pulse,ALBANY CREEK,Non-Residential,15.4,15.4,15.4,15.4,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,60916379,Battery,captis_pulse,BUDERIM,Residential,3.61,3.61,3.61,3.61,1,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,81985117,Pulse1,captis_pulse,MAROOCHYDORE,Non-Residential,245.0,14.411764705882353,50.0,5.0,17,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62365471,Pulse1_Total,captis_pulse,BUDERIM,Residential,606030.0,26349.130434782608,26367.0,26346.0,23,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62365471,Pulse1,captis_pulse,BUDERIM,Residential,34.0,1.4782608695652173,13.0,0.0,23,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,46053377,Pulse1,captis_pulse,BUDERIM,Non-Residential,1160.0,52.72727272727273,280.0,0.0,22,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,22604421,Pulse1,captis_pulse,ALBANY CREEK,Non-Residential,740.0,30.833333333333332,70.0,20.0,24,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,60916379,DeviceTemperature,captis_pulse,BUDERIM,Residential,11.0,11.0,11.0,11.0,1,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,46053377,DeviceTemperature,captis_pulse,BUDERIM,Non-Residential,25.1,12.55,12.6,12.5,2,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,62365471,Battery,captis_pulse,BUDERIM,Residential,3.62,3.62,3.62,3.62,1,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,46053377,Battery,captis_pulse,BUDERIM,Non-Residential,74.317,24.772333333333332,69.0,1.687,3,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,22604421,Battery,captis_pulse,ALBANY CREEK,Non-Residential,71.36699999999999,23.788999999999998,66.0,1.737,3,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,22604421,DeviceTemperature,captis_pulse,ALBANY CREEK,Non-Residential,14.52,14.52,14.52,14.52,1,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,62365471,Pulse1_Total,captis_pulse,BUDERIM,Residential,344780.0,26521.53846153846,26595.0,26485.0,13,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,62365471,Pulse1,captis_pulse,BUDERIM,Residential,17.0,1.3076923076923077,9.0,0.0,13,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,46053377,Pulse1,captis_pulse,BUDERIM,Non-Residential,1850.0,132.14285714285714,360.0,30.0,14,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,22604421,Pulse1,captis_pulse,ALBANY CREEK,Non-Residential,760.0,42.22222222222222,70.0,30.0,18,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,62365471,DeviceTemperature,captis_pulse,BUDERIM,Residential,19.3,19.3,19.3,19.3,1,2025-12-08T10:18:57.190Z
2022-07-06,2022,7,81985117,Pulse1,captis_pulse,MAROOCHYDORE,Non-Residential,40.0,10.0,15.0,5.0,4,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61292036,Pulse1_Total,captis_pulse,BUDERIM,Residential,8787937.0,90597.28865979382,91103.0,90377.0,97,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61292036,Pulse1,captis_pulse,BUDERIM,Residential,726.0,7.484536082474227,90.0,0.0,97,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61292036,DeviceTemperature,captis_pulse,BUDERIM,Residential,11.1,11.1,11.1,11.1,1,2025-12-08T10:18:57.190Z
2022-07-03,2022,7,61292036,Pulse1_Total,captis_pulse,BUDERIM,Residential,8643108.0,90032.375,90377.0,89718.0,96,2025-12-08T10:18:57.190Z
2022-07-03,2022,7,61292036,Pulse1,captis_pulse,BUDERIM,Residential,716.0,7.458333333333333,75.0,0.0,96,2025-12-08T10:18:57.190Z
2022-07-03,2022,7,61292036,DeviceTemperature,captis_pulse,BUDERIM,Residential,19.5,19.5,19.5,19.5,1,2025-12-08T10:18:57.190Z
2022-07-02,2022,7,61292036,Pulse1_Total,captis_pulse,BUDERIM,Residential,8757600.0,89363.26530612246,89661.0,89086.0,98,2025-12-08T10:18:57.190Z
2022-07-02,2022,7,61292036,Pulse1,captis_pulse,BUDERIM,Residential,576.0,5.877551020408164,52.0,0.0,98,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62365439,Pulse1_Total,captis_pulse,BUDERIM,Residential,670950.0,13419.0,13419.0,13419.0,50,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62365439,Pulse1,captis_pulse,BUDERIM,Residential,0.0,0.0,0.0,0.0,50,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,61200816,Pulse1_Total,captis_pulse,BUDERIM,Residential,917365.0,16988.24074074074,17063.0,16838.0,54,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,61200816,Pulse1,captis_pulse,BUDERIM,Residential,221.0,4.092592592592593,47.0,0.0,54,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,21675467,Pulse1,captis_pulse,BUDERIM,Non-Residential,0.0,0.0,0.0,0.0,17,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,21675467,Battery,captis_pulse,BUDERIM,Non-Residential,3.63,3.63,3.63,3.63,1,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62365439,Battery,captis_pulse,BUDERIM,Residential,76.681,25.560333333333332,70.0,3.041,3,2025-12-08T10:18:57.190Z
2022-07-05,2022,7,62365439,DeviceTemperature,captis_pulse,BUDERIM,Residential,12.44,12.44,12.44,12.44,1,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61200816,Pulse1_Total,captis_pulse,BUDERIM,Residential,420716.0,16828.64,16838.0,16825.0,25,2025-12-08T10:18:57.190Z
2022-07-04,2022,7,61200816,Pulse1,captis_pulse,BUDERIM,Residential,13.0,0.52,13.0,0.0,25,2025-12-08T10:18:57.190Z
