date,year,month,meter_id,measurement_type,meter_type,suburb,usage_type,total_value,avg_value,max_value,min_value,reading_count,processed_time,issue_type,severity
2022-07-13,2022,7,61194261,Pulse1_Total,captis_pulse,buderim,residential,1552583.0,59714.730769230766,59861.0,59561.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,76876,Pulse1_Total,captis_pulse,buderim,residential,7534746.0,358797.4285714286,358914.0,358767.0,21,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,76876,Pulse1_Total,captis_pulse,buderim,residential,8257486.0,359021.1304347826,359145.0,358915.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61184899,Pulse1_Total,captis_pulse,buderim,residential,128945.0,7585.0,7585.0,7585.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61184899,Pulse1_Total,captis_pulse,buderim,residential,197210.0,7585.0,7585.0,7585.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,9338236,Pulse1_Total,captis_pulse,mountain creek,residential,1604997.0,94411.58823529411,94454.0,94386.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,9338236,Pulse1_Total,captis_pulse,mountain creek,residential,2268207.0,94508.625,94635.0,94462.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,9027465,Pulse1_Total,captis_pulse,maroochydore,residential,4102115.0,227895.27777777778,227910.0,227890.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,9027465,Pulse1_Total,captis_pulse,maroochydore,residential,5471483.0,227978.45833333334,228161.0,227913.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,2138,Pulse1_Total,captis_pulse,maroochydore,residential,5165576.0,234798.9090909091,234829.0,234793.0,22,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,2138,Pulse1_Total,captis_pulse,maroochydore,residential,5640325.0,235013.54166666666,235047.0,234981.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,36290436,Pulse1_Total,captis_pulse,maroochydore,non-residential,6155120.0,362065.8823529412,362090.0,362060.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,36290436,Pulse1_Total,captis_pulse,maroochydore,non-residential,8331290.0,362230.0,362280.0,362100.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61145239,Pulse1_Total,captis_pulse,buderim,residential,712378.0,41904.58823529412,41963.0,41888.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61145239,Pulse1_Total,captis_pulse,buderim,residential,1009423.0,42059.291666666664,42122.0,41990.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61148208,Pulse1_Total,captis_pulse,buderim,residential,2531514.0,148912.58823529413,149398.0,148773.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61148208,Pulse1_Total,captis_pulse,buderim,residential,3738736.0,149549.44,149692.0,149411.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,82440924,Pulse1_Total,captis_pulse,maroochydore,residential,1710780.0,114052.0,114096.0,114030.0,15,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,82440924,Pulse1_Total,captis_pulse,maroochydore,residential,2738960.0,114123.33333333333,114274.0,114096.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,1664379,Pulse1_Total,captis_pulse,buderim,residential,6309928.0,394370.5,394371.0,394370.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,1664379,Pulse1_Total,captis_pulse,buderim,residential,8676245.0,394374.7727272727,394378.0,394371.0,22,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62367082,Pulse1_Total,captis_pulse,buderim,residential,1051839.0,58435.5,58442.0,58431.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62367082,Pulse1_Total,captis_pulse,buderim,residential,1519633.0,58447.42307692308,58451.0,58444.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,311042,Pulse1_Total,captis_pulse,buderim,residential,3703747.0,217867.4705882353,217886.0,217859.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,311042,Pulse1_Total,captis_pulse,buderim,residential,5448066.0,217922.64,217970.0,217888.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,602793,Pulse1_Total,captis_pulse,buderim,residential,3973023.0,233707.23529411765,233718.0,233689.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,602793,Pulse1_Total,captis_pulse,buderim,residential,5614915.0,233954.79166666666,233992.0,233838.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,278856,Pulse1_Total,captis_pulse,buderim,residential,9511686.0,559510.9411764706,559737.0,559340.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,278856,Pulse1_Total,captis_pulse,buderim,residential,1.344051E7,560021.25,560370.0,559757.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,351,Pulse1_Total,captis_pulse,maroochydore,residential,9196830.0,510935.0,510984.0,510901.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,351,Battery,captis_pulse,maroochydore,residential,2.014,2.014,2.014,2.014,1,2025-12-23T13:39:34.573Z,LOW_BATTERY,CRITICAL
2022-07-13,2022,7,351,Pulse1_Total,captis_pulse,maroochydore,residential,1.3287378E7,511053.0,511164.0,510984.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,66208658,Pulse1_Total,captis_pulse,buderim,residential,614389.0,30719.45,30782.0,30702.0,20,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,66208658,Pulse1_Total,captis_pulse,buderim,residential,711379.0,30929.521739130436,30981.0,30860.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60194288,Pulse1_Total,captis_pulse,buderim,residential,147138.0,24523.0,24527.0,24520.0,6,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61183261,Pulse1_Total,captis_pulse,buderim,residential,1558159.0,91656.41176470589,91781.0,91624.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61183261,Pulse1_Total,captis_pulse,buderim,residential,2205598.0,91899.91666666667,92045.0,91800.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61277558,Pulse1_Total,captis_pulse,buderim,residential,710575.0,47371.666666666664,47383.0,47362.0,15,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61277558,Pulse1_Total,captis_pulse,buderim,residential,951986.0,47599.3,47683.0,47474.0,20,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,66556974,Pulse1_Total,captis_pulse,buderim,residential,1470709.0,77405.73684210527,77430.0,77401.0,19,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,66556974,Pulse1_Total,captis_pulse,buderim,residential,2172839.0,77601.39285714286,77833.0,77430.0,28,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,81963283,Pulse1_Total,captis_pulse,kuluin,residential,2172492.0,120694.0,120776.0,120661.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,81963283,Pulse1_Total,captis_pulse,kuluin,residential,845530.0,120790.0,120802.0,120785.0,7,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,586484,Pulse1_Total,captis_pulse,kuluin,residential,3212273.0,178459.61111111112,178572.0,178406.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,586484,Battery,captis_pulse,kuluin,residential,1.879,1.879,1.879,1.879,1,2025-12-23T13:39:34.573Z,LOW_BATTERY,CRITICAL
2022-07-13,2022,7,586484,Pulse1_Total,captis_pulse,kuluin,residential,4286293.0,178595.54166666666,178624.0,178572.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,9354554,Pulse1_Total,captis_pulse,maroochydore,residential,2087514.0,130469.625,130470.0,130469.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,9354554,Pulse1_Total,captis_pulse,maroochydore,residential,3003514.0,130587.56521739131,130688.0,130470.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62120103,Pulse1_Total,captis_pulse,buderim,residential,385995.0,22705.58823529412,22913.0,22674.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62120103,Pulse1_Total,captis_pulse,buderim,residential,527293.0,22925.782608695652,22943.0,22913.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,2702,Pulse1_Total,captis_pulse,buderim,residential,6440381.0,378845.9411764706,378937.0,378785.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,2702,Pulse1_Total,captis_pulse,buderim,residential,9099312.0,379138.0,379256.0,378945.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62366320,Pulse1_Total,captis_pulse,buderim,residential,942075.0,58879.6875,58940.0,58844.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62366320,Pulse1_Total,captis_pulse,buderim,residential,1416484.0,59020.166666666664,59154.0,58940.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,288781,Pulse1_Total,captis_pulse,buderim,residential,2449864.0,136103.55555555556,136160.0,136066.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,288781,Pulse1_Total,captis_pulse,buderim,residential,3132609.0,136200.39130434784,136275.0,136160.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61569895,Pulse1_Total,captis_pulse,buderim,residential,1491773.0,82876.27777777778,82905.0,82839.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61569895,Pulse1_Total,captis_pulse,buderim,residential,2166731.0,83335.80769230769,83715.0,82910.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,65104452,Battery,captis_pulse,maroochydore,residential,1.817,1.817,1.817,1.817,1,2025-12-23T13:39:34.573Z,LOW_BATTERY,CRITICAL
2022-07-12,2022,7,71651,Pulse1_Total,captis_pulse,buderim,residential,4991009.0,356500.64285714284,356501.0,356500.0,14,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,71651,Pulse1_Total,captis_pulse,buderim,residential,8556042.0,356501.75,356502.0,356501.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,8976644,Pulse1_Total,captis_pulse,maroochydore,residential,1296421.0,185203.0,185203.0,185203.0,7,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,21951013,Pulse1_Total,captis_pulse,caloundra,non-residential,5441790.0,362786.0,362865.0,362690.0,15,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,21951013,Pulse1_Total,captis_pulse,caloundra,non-residential,8348460.0,362976.52173913043,363070.0,362875.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,51718,Pulse1_Total,captis_pulse,maroochydore,residential,2593287.0,162080.4375,162189.0,162009.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,51718,Pulse1_Total,captis_pulse,maroochydore,residential,3895529.0,162313.70833333334,162403.0,162258.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,574464,Pulse1_Total,captis_pulse,kuluin,residential,4566717.0,285419.8125,285531.0,285387.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,574464,Pulse1_Total,captis_pulse,kuluin,residential,6854147.0,285589.4583333333,285622.0,285532.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60192786,Pulse1_Total,captis_pulse,buderim,residential,1062889.0,66430.5625,66473.0,66416.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,60192786,Pulse1_Total,captis_pulse,buderim,residential,1537657.0,66854.65217391304,67012.0,66696.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,315559,Pulse1_Total,captis_pulse,maroochydore,residential,8324833.0,489696.0588235294,489771.0,489650.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,315559,Pulse1_Total,captis_pulse,maroochydore,residential,1.176118E7,490049.1666666667,490204.0,489808.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,2639656,Pulse1_Total,captis_pulse,maroochydore,residential,3822280.0,347480.0,347480.0,347480.0,11,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,591522,Pulse1_Total,captis_pulse,kuluin,residential,8303544.0,518971.5,519170.0,518887.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,591522,Pulse1_Total,captis_pulse,kuluin,residential,1.2466924E7,519455.1666666667,519661.0,519174.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,9343534,Pulse1_Total,captis_pulse,maroochydore,residential,420491.0,19113.227272727272,19133.0,19108.0,22,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,9343534,Pulse1_Total,captis_pulse,maroochydore,residential,497458.0,19133.0,19133.0,19133.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60193498,Pulse1_Total,captis_pulse,buderim,residential,543246.0,77606.57142857143,77608.0,77605.0,7,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60223987,Pulse1_Total,captis_pulse,buderim,residential,1255607.0,73859.23529411765,73920.0,73839.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,60223987,Pulse1_Total,captis_pulse,buderim,residential,1783862.0,74327.58333333333,74462.0,73924.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,2385,Pulse1_Total,captis_pulse,buderim,residential,4966106.0,292123.8823529412,292336.0,292082.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,2385,Pulse1_Total,captis_pulse,buderim,residential,7017500.0,292395.8333333333,292439.0,292352.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,258106,Pulse1_Total,captis_pulse,buderim,residential,8958415.0,407200.6818181818,407242.0,407193.0,22,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,258106,Pulse1_Total,captis_pulse,buderim,residential,9368940.0,407345.2173913043,407440.0,407298.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,2611977,Pulse1_Total,captis_pulse,maroochydore,residential,4792534.0,281913.76470588235,282055.0,281820.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,2611977,Pulse1_Total,captis_pulse,maroochydore,residential,6490646.0,282202.0,282316.0,282064.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,307439,Pulse1_Total,captis_pulse,buderim,residential,5684773.0,315820.72222222225,316009.0,315798.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,307439,Pulse1_Total,captis_pulse,buderim,residential,8219204.0,316123.23076923075,316321.0,316009.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,89940,Pulse1_Total,captis_pulse,buderim,residential,5627816.0,331048.0,331048.0,331048.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,89940,Pulse1_Total,captis_pulse,buderim,residential,8276215.0,331048.6,331049.0,331048.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61246384,Pulse1_Total,captis_pulse,buderim,residential,1050503.0,58361.27777777778,58387.0,58337.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61246384,Pulse1_Total,captis_pulse,buderim,residential,1408941.0,58705.875,58818.0,58509.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,81969310,Pulse1_Total,captis_pulse,maroochydore,non-residential,258408.0,14356.0,14356.0,14356.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,258562,Pulse1_Total,captis_pulse,buderim,residential,4156477.0,259779.8125,259802.0,259766.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,258562,Pulse1_Total,captis_pulse,buderim,residential,6238453.0,259935.54166666666,260150.0,259802.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,27446212,Pulse1_Total,captis_pulse,maroochydore,residential,1.0105684E7,594452.0,594452.0,594452.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,27446212,Pulse1_Total,captis_pulse,maroochydore,residential,1.4266848E7,594452.0,594452.0,594452.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,65102808,Pulse1_Total,captis_pulse,buderim,residential,4511580.0,265387.0588235294,265600.0,265350.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,65102808,Pulse1_Total,captis_pulse,buderim,residential,6374870.0,265619.5833333333,265620.0,265610.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61572148,Pulse1_Total,captis_pulse,buderim,residential,614831.0,36166.529411764706,36230.0,36149.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61572148,Pulse1_Total,captis_pulse,buderim,residential,872189.0,36341.208333333336,36353.0,36329.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,274703,Pulse1_Total,captis_pulse,kuluin,residential,9106487.0,535675.7058823529,535773.0,535622.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,274703,Pulse1_Total,captis_pulse,kuluin,residential,1.286622E7,536092.5,536347.0,535782.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,602584,Pulse1_Total,captis_pulse,buderim,residential,3254072.0,203379.5,203408.0,203368.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,602584,Pulse1_Total,captis_pulse,buderim,residential,4679293.0,203447.52173913043,203474.0,203415.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61237090,Pulse1_Total,captis_pulse,buderim,residential,1463726.0,81318.11111111111,81560.0,81287.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61237090,Pulse1_Total,captis_pulse,buderim,residential,1960244.0,81676.83333333333,81819.0,81562.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,66214206,Pulse1_Total,captis_pulse,buderim,residential,492637.0,32842.46666666667,32917.0,32828.0,15,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,66214206,Pulse1_Total,captis_pulse,buderim,residential,791413.0,32975.541666666664,33030.0,32925.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,55230,Pulse1_Total,captis_pulse,maroochydore,residential,4042901.0,237817.70588235295,237999.0,237760.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,55230,Pulse1_Total,captis_pulse,maroochydore,residential,5713579.0,238065.79166666666,238129.0,238012.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,587223,Pulse1_Total,captis_pulse,kuluin,residential,3994961.0,234997.70588235295,235088.0,234917.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
