year,month,meter_id,measurement_type,meter_type,suburb,usage_type,monthly_total,monthly_avg,monthly_max,days_active
2022,7,62293883,Pulse1_Total,captis_pulse,buderim,residential,3211874.0,80260.547314578,80635.0,2
2022,7,62293883,DeviceTemperature,captis_pulse,buderim,residential,15.17,15.17,15.17,1
2022,7,62293883,Battery,captis_pulse,buderim,residential,3.64,3.64,3.64,1
2022,7,62312765,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,62312765,Pulse1_Total,captis_pulse,buderim,residential,1594483.0,37081.0,37081.0,2
2022,7,62312765,DeviceTemperature,captis_pulse,buderim,residential,28.200000000000003,14.100000000000001,18.3,2
2022,7,67715869,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,67715869,Pulse1_Total,captis_pulse,buderim,residential,1656.0,36.0,36.0,2
2022,7,67715869,DeviceTemperature,captis_pulse,buderim,residential,35.6,35.6,35.6,1
2022,7,81502510,Pulse1,captis_pulse,maroochydore,residential,2510.0,188.59375,235.0,2
2022,7,22604421,Pulse1,captis_pulse,albany creek,non-residential,3680.0,88.84510869565217,340.0,2
2022,7,22604421,DeviceTemperature,captis_pulse,albany creek,non-residential,51.58,19.645,27.0,2
2022,7,22604421,Battery,captis_pulse,albany creek,non-residential,73.892,24.630666666666666,66.0,1
2022,7,46053377,Pulse1,captis_pulse,buderim,non-residential,4000.0,88.54166666666666,360.0,2
2022,7,46053377,DeviceTemperature,captis_pulse,buderim,non-residential,14.21,14.21,14.21,1
2022,7,60916379,DeviceTemperature,captis_pulse,buderim,residential,17.2,17.2,17.2,1
2022,7,60916379,Battery,captis_pulse,buderim,residential,3.63,3.63,3.63,1
2022,7,62365471,Pulse1,captis_pulse,buderim,residential,84.0,1.6988235294117646,37.0,2
2022,7,62365471,Pulse1_Total,captis_pulse,buderim,residential,1161092.0,27636.76705882353,27737.0,2
2022,7,81985117,Pulse1,captis_pulse,maroochydore,non-residential,225.0,15.208333333333332,25.0,2
2022,7,81985117,DeviceTemperature,captis_pulse,maroochydore,non-residential,22.009999999999998,11.004999999999999,13.41,1
2022,7,21675467,Pulse1,captis_pulse,buderim,non-residential,0.0,0.0,0.0,2
2022,7,21675467,DeviceTemperature,captis_pulse,buderim,non-residential,14.2,14.2,14.2,1
2022,7,21675467,Battery,captis_pulse,buderim,non-residential,3.62,3.62,3.62,1
2022,7,61200816,Pulse1,captis_pulse,buderim,residential,100.0,2.16,57.0,2
2022,7,61200816,Pulse1_Total,captis_pulse,buderim,residential,781047.0,19510.286666666667,19703.0,2
2022,7,62365439,Pulse1,captis_pulse,buderim,residential,261.0,6.6431623931623935,97.0,2
2022,7,62365439,Pulse1_Total,captis_pulse,buderim,residential,658025.0,14931.27564102564,15067.0,2
2022,7,62365439,DeviceTemperature,captis_pulse,buderim,residential,42.9,21.45,28.9,2
2022,7,62365439,Battery,captis_pulse,buderim,residential,69.44999999999999,23.149999999999995,64.0,1
2022,7,21947022,Pulse1,captis_pulse,meridan plains,non-residential,160.0,3.4583333333333335,35.0,2
2022,7,21947022,DeviceTemperature,captis_pulse,meridan plains,non-residential,17.48,17.48,17.48,1
2022,7,64630792,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,9395586,Pulse1,captis_pulse,buderim,residential,612.0,13.364583333333334,134.0,2
2022,7,9395586,Pulse1_Total,captis_pulse,buderim,residential,1.0166275E7,254104.8020833333,254972.0,2
2022,7,9395586,DeviceTemperature,captis_pulse,buderim,residential,47.74,18.635,26.8,2
2022,7,283478,Pulse1,captis_pulse,buderim,residential,254.0,5.978260869565218,119.0,2
2022,7,283478,Pulse1_Total,captis_pulse,buderim,residential,1.6097507E7,412708.02309782605,413109.0,2
2022,7,283478,Battery,captis_pulse,buderim,residential,78.369,26.123,72.0,1
2022,7,283478,DeviceTemperature,captis_pulse,buderim,residential,7.7,7.7,7.7,1
2022,7,61194261,Pulse1,captis_pulse,buderim,residential,129.0,2.6688034188034186,31.0,2
2022,7,61194261,Pulse1_Total,captis_pulse,buderim,residential,2623713.0,59610.97649572649,59861.0,2
2022,7,61194261,DeviceTemperature,captis_pulse,buderim,residential,42.1,21.05,26.6,2
2022,7,65104206,Pulse1,captis_pulse,buderim,residential,1891.0,48.06534090909091,231.0,2
2022,7,65104206,DeviceTemperature,captis_pulse,buderim,residential,26.6,13.3,15.5,1
2022,7,65104206,Battery,captis_pulse,buderim,residential,74.966,24.988666666666663,69.0,1
2022,7,76876,Pulse1,captis_pulse,buderim,residential,189.0,4.327173913043478,79.0,2
2022,7,76876,Pulse1_Total,captis_pulse,buderim,residential,1.5792232E7,358909.27950310556,359145.0,2
2022,7,76876,Battery,captis_pulse,buderim,residential,73.318,24.439333333333334,68.0,1
2022,7,76876,DeviceTemperature,captis_pulse,buderim,residential,30.5,15.25,21.8,2
2022,7,60219035,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,60219035,Pulse1_Total,captis_pulse,buderim,residential,1848.0,44.0,44.0,2
2022,7,60219035,DeviceTemperature,captis_pulse,buderim,residential,10.2,10.2,10.2,1
2022,7,61184899,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,61184899,Pulse1_Total,captis_pulse,buderim,residential,326155.0,7585.0,7585.0,2
2022,7,61184899,DeviceTemperature,captis_pulse,buderim,residential,27.7,13.85,18.7,2
2022,7,9338236,Pulse1,captis_pulse,mountain creek,residential,136.0,2.9963235294117645,73.0,2
2022,7,9338236,Pulse1_Total,captis_pulse,mountain creek,residential,3873204.0,94460.10661764705,94635.0,2
2022,7,9338236,Battery,captis_pulse,mountain creek,residential,99.919,33.306333333333335,94.0,1
2022,7,9338236,DeviceTemperature,captis_pulse,mountain creek,residential,19.0,19.0,19.0,1
2022,7,46053995,Pulse1,captis_pulse,griffin,non-residential,3338.0,70.45,269.0,2
2022,7,46053995,DeviceTemperature,captis_pulse,griffin,non-residential,22.64,11.32,14.74,1
2022,7,46053995,Battery,captis_pulse,griffin,non-residential,69.228,23.075999999999997,64.0,1
2022,7,46054156,Pulse1,captis_pulse,maroochydore,residential,14860.0,334.33257918552033,760.0,2
2022,7,46054156,Battery,captis_pulse,maroochydore,residential,3.64,3.64,3.64,1
2022,7,46054156,DeviceTemperature,captis_pulse,maroochydore,residential,9.2,9.2,9.2,1
2022,7,61278924,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,61278924,Pulse1_Total,captis_pulse,buderim,residential,1260.0,30.0,30.0,2
2022,7,61278924,DeviceTemperature,captis_pulse,buderim,residential,31.56,10.52,12.86,1
2022,7,9027465,Pulse1,captis_pulse,maroochydore,residential,167.0,3.5694444444444446,63.0,2
2022,7,9027465,Pulse1_Total,captis_pulse,maroochydore,residential,9573598.0,227936.86805555556,228161.0,2
2022,7,9027465,DeviceTemperature,captis_pulse,maroochydore,residential,8.1,8.1,8.1,1
2022,7,2138,Pulse1,captis_pulse,maroochydore,residential,77.0,1.648809523809524,31.0,2
2022,7,2138,Pulse1_Total,captis_pulse,maroochydore,residential,1.0805901E7,234906.22537878787,235047.0,2
2022,7,2138,Battery,captis_pulse,maroochydore,residential,73.62,24.540000000000003,68.0,1
2022,7,36290436,Pulse1,captis_pulse,maroochydore,non-residential,80.0,1.6666666666666667,20.0,2
2022,7,36290436,Pulse1_Total,captis_pulse,maroochydore,non-residential,1.448641E7,362147.9411764706,362280.0,2
2022,7,36290436,DeviceTemperature,captis_pulse,maroochydore,non-residential,36.61,18.305,19.1,2
2022,7,36290436,Battery,captis_pulse,maroochydore,non-residential,73.63,36.815,70.0,1
2022,7,46057781,Pulse1,captis_pulse,maroochydore,residential,1840.0,40.34188034188034,200.0,2
2022,7,46057781,DeviceTemperature,captis_pulse,maroochydore,residential,33.2,16.6,23.0,2
2022,7,61145239,Pulse1,captis_pulse,buderim,residential,158.0,3.832107843137255,23.0,2
2022,7,61145239,Pulse1_Total,captis_pulse,buderim,residential,1721801.0,41981.93995098039,42122.0,2
2022,7,61145239,DeviceTemperature,captis_pulse,buderim,residential,13.82,13.82,13.82,1
2022,7,61145239,Battery,captis_pulse,buderim,residential,3.55,3.55,3.55,1
2022,7,61148208,Pulse1,captis_pulse,buderim,residential,632.0,16.338823529411766,133.0,2
2022,7,61148208,Pulse1_Total,captis_pulse,buderim,residential,6270250.0,149231.01411764708,149692.0,2
2022,7,61148208,DeviceTemperature,captis_pulse,buderim,residential,13.4,13.4,13.4,1
2022,7,61148208,Battery,captis_pulse,buderim,residential,80.441,26.813666666666666,75.0,1
2022,7,81968205,Pulse1,captis_pulse,maroochydore,residential,295.0,31.09375,70.0,2
2022,7,81968205,DeviceTemperature,captis_pulse,maroochydore,residential,9.9,9.9,9.9,1
2022,7,82440924,Pulse1,captis_pulse,maroochydore,residential,66.0,1.4375,60.0,2
2022,7,82440924,Pulse1_Total,captis_pulse,maroochydore,residential,4449740.0,114087.66666666666,114274.0,2
2022,7,82440924,DeviceTemperature,captis_pulse,maroochydore,residential,15.81,15.81,15.81,1
2022,7,82440924,Battery,captis_pulse,maroochydore,residential,86.72399999999999,28.907999999999998,81.0,1
2022,7,1664379,Pulse1,captis_pulse,buderim,residential,7.0,0.1590909090909091,4.0,2
2022,7,1664379,Pulse1_Total,captis_pulse,buderim,residential,1.4986173E7,394372.63636363635,394378.0,2
2022,7,1664379,Battery,captis_pulse,buderim,residential,75.606,25.201999999999998,70.0,1
2022,7,1664379,DeviceTemperature,captis_pulse,buderim,residential,12.8,12.8,12.8,1
2022,7,62367082,Pulse1,captis_pulse,buderim,residential,10.0,0.24358974358974358,1.0,2
2022,7,62367082,Pulse1_Total,captis_pulse,buderim,residential,2571472.0,58441.46153846154,58451.0,2
2022,7,62367082,DeviceTemperature,captis_pulse,buderim,residential,30.339999999999996,15.169999999999998,16.9,2
2022,7,62367082,Battery,captis_pulse,buderim,residential,83.39999999999999,27.799999999999997,78.0,1
2022,7,65089621,Pulse1,captis_pulse,buderim,residential,990.0,21.944444444444443,110.0,2
2022,7,311042,Pulse1,captis_pulse,buderim,residential,33.0,0.7058823529411764,12.0,2
2022,7,311042,Pulse1_Total,captis_pulse,buderim,residential,9151813.0,217895.05529411766,217970.0,2
2022,7,311042,DeviceTemperature,captis_pulse,buderim,residential,31.68,15.84,18.3,2
2022,7,34600176,Pulse1,captis_pulse,maroochydore,residential,5800.0,133.18888888888887,310.0,2
2022,7,34600176,Battery,captis_pulse,maroochydore,residential,75.897,25.299000000000003,70.0,1
2022,7,34600176,DeviceTemperature,captis_pulse,maroochydore,residential,10.4,10.4,10.4,1
2022,7,602793,Pulse1,captis_pulse,buderim,residential,119.0,2.667892156862745,48.0,2
2022,7,602793,Pulse1_Total,captis_pulse,buderim,residential,9587938.0,233831.01348039217,233992.0,2
2022,7,602793,DeviceTemperature,captis_pulse,buderim,residential,7.3,7.3,7.3,1
2022,7,64628125,Pulse1,captis_pulse,maroochydore,residential,660.0,16.211764705882352,130.0,2
2022,7,64628125,DeviceTemperature,captis_pulse,maroochydore,residential,8.2,8.2,8.2,1
2022,7,278856,Pulse1,captis_pulse,buderim,residential,413.0,10.139705882352942,120.0,2
2022,7,278856,Pulse1_Total,captis_pulse,buderim,residential,2.2952196E7,559766.0955882353,560370.0,2
2022,7,278856,DeviceTemperature,captis_pulse,buderim,residential,15.299999999999999,7.6499999999999995,9.2,1
2022,7,278856,Battery,captis_pulse,buderim,residential,74.411,24.80366666666667,69.0,1
2022,7,351,Pulse1,captis_pulse,maroochydore,residential,150.0,3.329059829059829,47.0,2
2022,7,351,Pulse1_Total,captis_pulse,maroochydore,residential,2.2484208E7,510994.0,511164.0,2
2022,7,351,Battery,captis_pulse,maroochydore,residential,2.014,2.014,2.014,1
2022,7,351,DeviceTemperature,captis_pulse,maroochydore,residential,6.8,6.8,6.8,1
2022,7,66208658,Pulse1,captis_pulse,buderim,residential,90.0,2.116304347826087,33.0,2
2022,7,66208658,Pulse1_Total,captis_pulse,buderim,residential,1325768.0,30824.48586956522,30981.0,2
2022,7,66208658,DeviceTemperature,captis_pulse,buderim,residential,14.7,14.7,14.7,1
2022,7,66208658,Battery,captis_pulse,buderim,residential,72.351,24.117,67.0,1
2022,7,60194288,Pulse1,captis_pulse,buderim,residential,4.0,0.6666666666666666,1.0,1
2022,7,60194288,Pulse1_Total,captis_pulse,buderim,residential,147138.0,24523.0,24527.0,1
2022,7,60194288,Battery,captis_pulse,buderim,residential,3.63,3.63,3.63,1
2022,7,61183261,Pulse1,captis_pulse,buderim,residential,239.0,5.536764705882353,72.0,2
2022,7,61183261,Pulse1_Total,captis_pulse,buderim,residential,3763757.0,91778.16421568628,92045.0,2
2022,7,61183261,Battery,captis_pulse,buderim,residential,3.62,3.62,3.62,1
2022,7,61183261,DeviceTemperature,captis_pulse,buderim,residential,15.8,15.8,15.8,1
2022,7,61277558,Pulse1,captis_pulse,buderim,residential,130.0,3.4680451127819545,41.0,2
2022,7,61277558,Pulse1_Total,captis_pulse,buderim,residential,1662561.0,47485.48333333334,47683.0,2
2022,7,61277558,DeviceTemperature,captis_pulse,buderim,residential,29.65,14.825,16.0,1
2022,7,61277558,Battery,captis_pulse,buderim,residential,67.63,33.815,64.0,1
2022,7,64280361,Pulse1,captis_pulse,buderim,non-residential,500.0,9.975961538461538,280.0,2
2022,7,64280361,Battery,captis_pulse,buderim,non-residential,75.25,25.083333333333332,70.0,1
2022,7,64634095,Pulse1,captis_pulse,maroochydore,residential,1200.0,26.334841628959275,160.0,2
2022,7,64634095,DeviceTemperature,captis_pulse,maroochydore,residential,13.61,13.61,13.61,1
2022,7,66556974,Pulse1,captis_pulse,buderim,residential,272.0,4.907894736842105,87.0,2
2022,7,66556974,Pulse1_Total,captis_pulse,buderim,residential,3643548.0,77503.56484962406,77833.0,2
2022,7,66556974,DeviceTemperature,captis_pulse,buderim,residential,20.1,10.05,10.3,1
2022,7,81963283,Pulse1,captis_pulse,kuluin,residential,47.0,1.913533834586466,21.0,2
2022,7,81963283,Pulse1_Total,captis_pulse,kuluin,residential,3018022.0,120742.0,120802.0,2
2022,7,81963283,DeviceTemperature,captis_pulse,kuluin,residential,16.62,16.62,16.62,1
2022,7,81963283,Battery,captis_pulse,kuluin,residential,75.64,37.82,72.0,1
2022,7,586484,Pulse1,captis_pulse,kuluin,residential,147.0,3.8958333333333335,55.0,2
2022,7,586484,Pulse1_Total,captis_pulse,kuluin,residential,7498566.0,178527.57638888888,178624.0,2
2022,7,586484,Battery,captis_pulse,kuluin,residential,1.879,1.879,1.879,1
2022,7,9354554,Pulse1,captis_pulse,maroochydore,residential,64.0,1.391304347826087,28.0,2
2022,7,9354554,Pulse1_Total,captis_pulse,maroochydore,residential,5091028.0,130528.59510869565,130688.0,2
2022,7,9354554,DeviceTemperature,captis_pulse,maroochydore,residential,39.99,14.6475,18.6,2
2022,7,9354554,Battery,captis_pulse,maroochydore,residential,74.607,24.869,69.0,1
2022,7,60218168,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,60218168,Pulse1_Total,captis_pulse,buderim,residential,312.0,13.0,13.0,2
2022,7,60218168,DeviceTemperature,captis_pulse,buderim,residential,26.09,13.045,15.49,2
2022,7,62120103,Pulse1,captis_pulse,buderim,residential,105.0,2.856280193236715,94.0,2
2022,7,62120103,Pulse1_Total,captis_pulse,buderim,residential,913288.0,22815.685421994887,22943.0,2
2022,7,62120103,DeviceTemperature,captis_pulse,buderim,residential,14.18,14.18,14.18,1
2022,7,2702,Pulse1,captis_pulse,buderim,residential,164.0,4.111519607843137,44.0,2
2022,7,2702,Pulse1_Total,captis_pulse,buderim,residential,1.5539693E7,378991.9705882353,379256.0,2
2022,7,2702,DeviceTemperature,captis_pulse,buderim,residential,13.73,13.73,13.73,1
2022,7,62366320,Pulse1,captis_pulse,buderim,residential,124.0,3.1875,45.0,2
2022,7,62366320,Pulse1_Total,captis_pulse,buderim,residential,2358559.0,58949.92708333333,59154.0,2
2022,7,21270260,Pulse1,captis_pulse,lawnton,non-residential,5430.0,121.52777777777779,380.0,2
2022,7,21270260,DeviceTemperature,captis_pulse,lawnton,non-residential,16.5,16.5,16.5,1
2022,7,288781,Pulse1,captis_pulse,buderim,residential,120.0,3.0012077294685993,43.0,2
2022,7,288781,Pulse1_Total,captis_pulse,buderim,residential,5582473.0,136151.9734299517,136275.0,2
2022,7,288781,DeviceTemperature,captis_pulse,buderim,residential,20.53,10.265,14.23,1
2022,7,61223688,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,61223688,Pulse1_Total,captis_pulse,buderim,residential,1395.0,31.0,31.0,2
2022,7,61569895,Pulse1,captis_pulse,buderim,residential,415.0,8.314102564102564,55.0,2
2022,7,61569895,Pulse1_Total,captis_pulse,buderim,residential,3658504.0,83106.04273504273,83715.0,2
2022,7,61569895,DeviceTemperature,captis_pulse,buderim,residential,55.32,27.66,41.1,2
2022,7,61569895,Battery,captis_pulse,buderim,residential,3.64,3.64,3.64,1
2022,7,64630238,DeviceTemperature,captis_pulse,buderim,non-residential,16.29,16.29,16.29,1
2022,7,64630238,Battery,captis_pulse,buderim,non-residential,96.63,48.315,93.0,1
2022,7,65104452,Pulse1,captis_pulse,maroochydore,residential,10400.0,236.64596273291926,700.0,2
2022,7,65104452,Battery,captis_pulse,maroochydore,residential,1.817,1.817,1.817,1
2022,7,71651,Pulse1,captis_pulse,buderim,residential,1.0,0.020833333333333332,1.0,2
2022,7,71651,Pulse1_Total,captis_pulse,buderim,residential,1.3547051E7,356501.1964285714,356502.0,2
2022,7,71651,Battery,captis_pulse,buderim,residential,72.62,36.31,69.0,1
2022,7,71651,DeviceTemperature,captis_pulse,buderim,residential,7.5,7.5,7.5,1
2022,7,8976644,Pulse1,captis_pulse,maroochydore,residential,0.0,0.0,0.0,1
2022,7,8976644,Pulse1_Total,captis_pulse,maroochydore,residential,1296421.0,185203.0,185203.0,1
2022,7,21951013,Pulse1,captis_pulse,caloundra,non-residential,175.0,4.565217391304348,5.0,2
2022,7,21951013,Pulse1_Total,captis_pulse,caloundra,non-residential,1.379025E7,362881.2608695652,363070.0,2
2022,7,21951013,DeviceTemperature,captis_pulse,caloundra,non-residential,26.0,26.0,26.0,1
2022,7,51718,Pulse1,captis_pulse,maroochydore,residential,174.0,4.166666666666666,43.0,2
2022,7,51718,Pulse1_Total,captis_pulse,maroochydore,residential,6488816.0,162197.0729166667,162403.0,2
2022,7,51718,DeviceTemperature,captis_pulse,maroochydore,residential,30.299999999999997,15.149999999999999,16.9,1
2022,7,574464,Pulse1,captis_pulse,kuluin,residential,160.0,4.59375,49.0,2
2022,7,574464,Pulse1_Total,captis_pulse,kuluin,residential,1.1420864E7,285504.6354166666,285622.0,2
2022,7,574464,DeviceTemperature,captis_pulse,kuluin,residential,14.1,14.1,14.1,1
2022,7,574464,Battery,captis_pulse,kuluin,residential,71.343,23.781000000000002,66.0,1
2022,7,60192786,Pulse1,captis_pulse,buderim,residential,141.0,3.15625,28.0,2
2022,7,60192786,Pulse1_Total,captis_pulse,buderim,residential,2600546.0,66642.60733695651,67012.0,2
2022,7,60192786,DeviceTemperature,captis_pulse,buderim,residential,10.0,10.0,10.0,1
2022,7,64631184,Pulse1,captis_pulse,maroochydore,residential,2380.0,52.44047619047619,240.0,2
2022,7,64631184,DeviceTemperature,captis_pulse,maroochydore,residential,19.5,19.5,19.5,1
2022,7,81964532,Pulse1,captis_pulse,maroochydore,non-residential,70.0,4.375,45.0,1
2022,7,81964532,DeviceTemperature,captis_pulse,maroochydore,non-residential,7.2,7.2,7.2,1
2022,7,315559,Pulse1,captis_pulse,maroochydore,residential,281.0,6.549019607843137,36.0,2
2022,7,315559,Pulse1_Total,captis_pulse,maroochydore,residential,2.0086013E7,489872.6127450981,490204.0,2
2022,7,315559,DeviceTemperature,captis_pulse,maroochydore,residential,21.0,21.0,21.0,1
2022,7,46059127,Pulse1,captis_pulse,maroochydore,residential,1330.0,31.225490196078432,160.0,2
2022,7,46059127,DeviceTemperature,captis_pulse,maroochydore,residential,25.28,12.64,15.18,1
2022,7,46059127,Battery,captis_pulse,maroochydore,residential,72.607,24.202333333333332,67.0,1
2022,7,46059343,Pulse1,captis_pulse,maroochydore,residential,1420.0,35.78005115089514,120.0,2
2022,7,46059343,DeviceTemperature,captis_pulse,maroochydore,residential,18.6,18.6,18.6,1
2022,7,81970859,Pulse1,captis_pulse,buderim,residential,490.0,27.22222222222222,200.0,1
2022,7,2639656,Pulse1,captis_pulse,maroochydore,residential,0.0,0.0,0.0,1
2022,7,2639656,Pulse1_Total,captis_pulse,maroochydore,residential,3822280.0,347480.0,347480.0,1
2022,7,2639656,DeviceTemperature,captis_pulse,maroochydore,residential,15.1,15.1,15.1,1
2022,7,2639656,Battery,captis_pulse,maroochydore,residential,88.51,29.503333333333334,77.0,1
2022,7,591522,Pulse1,captis_pulse,kuluin,residential,354.0,8.28125,60.0,2
2022,7,591522,Pulse1_Total,captis_pulse,kuluin,residential,2.0770468E7,519213.3333333334,519661.0,2
2022,7,591522,DeviceTemperature,captis_pulse,kuluin,residential,37.29,18.645,20.4,2
2022,7,591522,Battery,captis_pulse,kuluin,residential,74.55799999999999,24.852666666666664,69.0,1
2022,7,61137513,Pulse1,captis_pulse,buderim,residential,1.0,0.02,1.0,2
2022,7,61137513,Pulse1_Total,captis_pulse,buderim,residential,12611.0,307.2941176470588,309.0,2
2022,7,61137513,DeviceTemperature,captis_pulse,buderim,residential,44.800000000000004,22.400000000000002,36.2,2
2022,7,61174767,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,61174767,Pulse1_Total,captis_pulse,buderim,residential,1591.0,37.0,37.0,2
2022,7,61174767,Battery,captis_pulse,buderim,residential,3.64,3.64,3.64,1
2022,7,61174767,DeviceTemperature,captis_pulse,buderim,residential,6.9,6.9,6.9,1
2022,7,63059013,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
2022,7,63059013,Pulse1_Total,captis_pulse,buderim,residential,1312.0,32.0,32.0,2
2022,7,9343534,Pulse1,captis_pulse,maroochydore,residential,15.0,0.3409090909090909,11.0,2
2022,7,9343534,Pulse1_Total,captis_pulse,maroochydore,residential,917949.0,19123.113636363636,19133.0,2
2022,7,9343534,Battery,captis_pulse,maroochydore,residential,74.563,24.854333333333333,69.0,1
2022,7,9343534,DeviceTemperature,captis_pulse,maroochydore,residential,5.6,5.6,5.6,1
2022,7,60193498,Pulse1,captis_pulse,buderim,residential,3.0,0.42857142857142855,1.0,1
2022,7,60193498,Pulse1_Total,captis_pulse,buderim,residential,543246.0,77606.57142857143,77608.0,1
2022,7,60193498,DeviceTemperature,captis_pulse,buderim,residential,8.1,8.1,8.1,1
2022,7,60223987,Pulse1,captis_pulse,buderim,residential,278.0,6.049411764705882,73.0,2
2022,7,60223987,Pulse1_Total,captis_pulse,buderim,residential,3039469.0,74093.40931372548,74462.0,2
2022,7,60223987,DeviceTemperature,captis_pulse,buderim,residential,15.2,15.2,15.2,1
2022,7,2385,Pulse1,captis_pulse,buderim,residential,157.0,4.097222222222222,62.0,2
2022,7,2385,Pulse1_Total,captis_pulse,buderim,residential,1.1983606E7,292259.85784313723,292439.0,2
2022,7,2385,DeviceTemperature,captis_pulse,buderim,residential,27.2,13.6,18.7,2
2022,7,258106,Pulse1,captis_pulse,buderim,residential,108.0,2.357707509881423,61.0,2
2022,7,258106,Pulse1_Total,captis_pulse,buderim,residential,1.8327355E7,407272.94960474304,407440.0,2
2022,7,28735904,Pulse1,captis_pulse,maroochydore,residential,708.0,17.28921568627451,65.0,2
2022,7,28735904,Battery,captis_pulse,maroochydore,residential,73.29,24.430000000000003,68.0,1
2022,7,28735904,DeviceTemperature,captis_pulse,maroochydore,residential,9.2,9.2,9.2,1
2022,7,61240528,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,2
