managedObjects_id,Meter Type,Suburb,Postcode,Usage Type
22723340,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723691,c8y_lwm2m,BUDERIM,4556,Residential
22722952,c8y_lwm2m,BUDERIM,4556,Residential
22723052,c8y_lwm2m,BUDERIM,4556,Residential
22723051,c8y_lwm2m,BUDERIM,4556,Residential
22723938,c8y_lwm2m,BUDERIM,4556,Residential
22723020,c8y_lwm2m,BUDERIM,4556,Residential
22723462,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723326,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723205,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723393,c8y_lwm2m,MAROOCHYDORE,4558,Residential
362,captis_pulse,MAROOCHYDORE,4558,Residential
351,captis_pulse,MAROOCHYDORE,4558,Residential
421,captis_pulse,MAROOCHYDORE,4558,Residential
22723404,c8y_lwm2m,MAROOCHYDORE,4558,Residential
445,captis_pulse,MAROOCHYDORE,4558,Residential
22723015,c8y_lwm2m,BUDERIM,4556,Residential
22723014,c8y_lwm2m,BUDERIM,4556,Residential
22723010,c8y_lwm2m,BUDERIM,4556,Residential
22723062,c8y_lwm2m,BUDERIM,4556,Residential
22723012,c8y_lwm2m,BUDERIM,4556,Residential
22723092,c8y_lwm2m,BUDERIM,4556,Residential
22723907,c8y_lwm2m,BUDERIM,4556,Residential
22723881,c8y_lwm2m,BUDERIM,4556,Residential
22723551,c8y_lwm2m,BUDERIM,4556,Residential
288781,captis_pulse,BUDERIM,4556,Residential
296557,captis_pulse,BUDERIM,4556,Residential
29531027,c8y_lwm2m,BUDERIM,4556,Residential
29531099,c8y_lwm2m,BUDERIM,4556,Residential
22723759,c8y_lwm2m,KULUIN,4558,Residential
22723238,c8y_lwm2m,KULUIN,4558,Residential
22723432,c8y_lwm2m,KULUIN,4558,Residential
22723430,c8y_lwm2m,KULUIN,4558,Residential
22723428,c8y_lwm2m,KULUIN,4558,Residential
22723433,c8y_lwm2m,KULUIN,4558,Residential
22723563,c8y_lwm2m,KULUIN,4558,Residential
22723350,c8y_lwm2m,KULUIN,4558,Residential
29531072,c8y_lwm2m,BUDERIM,4556,Residential
71786814,c8y_lwm2m,MOUNTAIN CREEK,4557,Residential
279744,captis_pulse,BUDERIM,4556,Residential
271268,captis_pulse,BUDERIM,4556,Residential
270417,captis_pulse,BUDERIM,4556,Residential
278856,captis_pulse,BUDERIM,4556,Residential
577012,captis_pulse,BUDERIM,4556,Residential
299643,captis_pulse,BUDERIM,4556,Residential
322270,captis_pulse,BUDERIM,4556,Residential
314254,captis_pulse,BUDERIM,4556,Residential
334680,captis_pulse,BUDERIM,4556,Residential
349593,captis_pulse,BUDERIM,4556,Residential
334171,captis_pulse,BUDERIM,4556,Residential
313802,captis_pulse,BUDERIM,4556,Residential
333896,captis_pulse,BUDERIM,4556,Residential
342402,captis_pulse,BUDERIM,4556,Residential
316787,captis_pulse,BUDERIM,4556,Residential
314767,captis_pulse,BUDERIM,4556,Residential
324588,captis_pulse,BUDERIM,4556,Residential
307439,captis_pulse,BUDERIM,4556,Residential
331010,captis_pulse,BUDERIM,4556,Residential
349725,captis_pulse,BUDERIM,4556,Residential
568024,captis_pulse,BUDERIM,4556,Residential
514161,captis_pulse,BUDERIM,4556,Residential
588695,captis_pulse,BUDERIM,4556,Residential
590801,captis_pulse,BUDERIM,4556,Residential
601105,captis_pulse,BUDERIM,4556,Residential
602584,captis_pulse,BUDERIM,4556,Residential
593686,captis_pulse,BUDERIM,4556,Residential
314227,captis_pulse,BUDERIM,4556,Residential
308305,captis_pulse,BUDERIM,4556,Residential
22724284,c8y_lwm2m,BUDERIM,4556,Residential
22723731,c8y_lwm2m,BUDERIM,4556,Residential
22723142,c8y_lwm2m,BUDERIM,4556,Residential
22723985,c8y_lwm2m,BUDERIM,4556,Residential
22723145,c8y_lwm2m,BUDERIM,4556,Residential
22723986,c8y_lwm2m,BUDERIM,4556,Residential
22722950,c8y_lwm2m,BUDERIM,4556,Residential
22723193,c8y_lwm2m,BUDERIM,4556,Residential
22723687,c8y_lwm2m,BUDERIM,4556,Residential
22723832,c8y_lwm2m,BUDERIM,4556,Residential
22723833,c8y_lwm2m,BUDERIM,4556,Residential
22540241,c8y_lwm2m,BUDERIM,4556,Residential
22540232,c8y_lwm2m,BUDERIM,4556,Residential
22540240,c8y_lwm2m,BUDERIM,4556,Residential
64630139,captis_pulse,MAROOCHYDORE,4558,Non-Residential
71786748,c8y_lwm2m,BUDERIM,4556,Residential
71786747,c8y_lwm2m,BUDERIM,4556,Residential
71786711,c8y_lwm2m,BUDERIM,4556,Residential
71786504,c8y_lwm2m,BUDERIM,4556,Residential
71786720,c8y_lwm2m,BUDERIM,4556,Residential
71786721,c8y_lwm2m,BUDERIM,4556,Residential
71786714,c8y_lwm2m,BUDERIM,4556,Residential
71786725,c8y_lwm2m,BUDERIM,4556,Residential
71786612,c8y_lwm2m,BUDERIM,4556,Residential
71786509,c8y_lwm2m,BUDERIM,4556,Residential
71786529,c8y_lwm2m,BUDERIM,4556,Residential
71651,captis_pulse,BUDERIM,4556,Residential
22723705,c8y_lwm2m,BUDERIM,4556,Residential
